OFORDER_ID,TABLE_NUMBER,EMPLOYEE_ID,EMPLOYEE_RATING,BRANCH_ID
O002788,10,E001269,3,B003
O002789,9,E000582,5,B007
O002792,3,E000458,5,B001
O002796,2,E001199,5,B012
O002798,29,E000146,5,B014
O002799,24,E001489,2,B001
O002800,1,E000427,2,B008
O002802,46,E000945,2,B003
O002804,50,E001364,4,B012
O002806,23,E000173,5,B002
O002807,15,E001228,5,B008
O002811,22,E001241,5,B005
O002814,26,E001581,5,B004
O002815,18,E001279,5,B012
O002816,14,E000904,5,B004
O002818,47,E001486,4,B001
O002819,29,E000560,1,B002
O002822,42,E001279,1,B012
O002823,45,E000074,5,B014
O002824,17,E001427,3,B012
O002828,10,E000443,3,B001
O002829,37,E000222,1,B006
O002830,29,E000739,4,B003
O002832,6,E001307,5,B008
O002835,38,E001616,2,B006
O002837,10,E000721,4,B007
O002843,40,E000837,5,B003
O002844,2,E000851,3,B010
O002845,35,E000274,3,B008
O002849,3,E000607,3,B015
O002850,22,E000694,5,B013
O002852,10,E000276,2,B010
O002854,9,E001154,2,B014
O002857,45,E000845,5,B005
O002858,4,E000735,2,B004
O002861,27,E001496,5,B013
O002862,45,E001368,3,B004
O002865,28,E000134,5,B008
O002870,38,E000010,4,B014
O002873,41,E001454,3,B013
O002877,24,E001241,3,B005
O002883,23,E000573,1,B004
O002885,28,E000408,5,B013
O002887,41,E000195,5,B007
O002889,12,E001453,5,B006
O002893,14,E000113,5,B012
O002895,42,E000131,5,B011
O002896,42,E001291,5,B015
O002900,9,E000268,2,B011
O002903,30,E000623,4,B013
O002910,33,E001533,5,B009
O002911,43,E001408,5,B004
O002912,44,E001618,5,B003
O002918,50,E000017,2,B003
O002919,23,E001497,5,B001
O002931,47,E000516,5,B009
O002932,10,E001328,3,B002
O002933,43,E000655,5,B005
O002934,31,E000603,5,B007
O002937,9,E001189,5,B010
O002943,21,E000949,4,B012
O002948,10,E000130,2,B008
O002953,28,E001402,5,B007
O002956,46,E001120,2,B007
O002957,48,E000080,4,B002
O002958,16,E000477,5,B014
O002959,42,E001071,3,B015
O002960,33,E000939,5,B008
O002961,6,E001293,5,B005
O002962,25,E000910,5,B008
O002964,1,E001633,5,B013
O002969,22,E001246,5,B006
O002970,20,E000311,5,B003
O002980,44,E000366,5,B010
O002981,50,E001155,5,B015
O002986,35,E001017,5,B011
O002990,5,E001378,5,B004
O002991,24,E000759,5,B006
O002994,31,E000528,4,B009
O002995,11,E000935,1,B014
O003001,16,E000013,5,B002
O003003,35,E001387,5,B001
O003005,18,E000645,5,B014
O003008,43,E000592,5,B003
O003010,42,E001017,5,B011
O003014,15,E001070,2,B015
O003018,6,E000438,4,B002
O003024,25,E000856,2,B013
O003029,18,E000691,5,B006
O003030,44,E001435,5,B007
O003035,15,E001375,2,B009
O003036,46,E001366,5,B009
O003043,19,E000434,5,B008
O003045,20,E000433,5,B003
O003049,21,E000822,5,B001
O003051,34,E000603,5,B007
O003053,23,E000011,5,B005
O003059,22,E001526,5,B011
O003060,10,E001589,5,B014
O003061,34,E001428,5,B007
O003063,2,E000866,3,B007
O003068,50,E000846,1,B003
O003069,13,E000592,2,B003
O003070,50,E000020,3,B011
O003078,3,E000016,1,B006
O003088,15,E000222,5,B006
O003090,14,E001537,5,B010
O003091,40,E000402,5,B015
O003092,20,E000953,5,B006
O003095,17,E001191,2,B007
O003097,8,E001408,5,B004
O003099,46,E001625,5,B008
O003100,18,E001009,5,B006
O003101,28,E000854,3,B005
O003102,15,E000729,4,B003
O003103,20,E000534,5,B005
O003105,30,E001297,5,B007
O003109,28,E000338,4,B005
O003114,45,E000746,5,B002
O003122,46,E001600,2,B005
O003124,11,E000460,2,B003
O003127,34,E000760,5,B008
O003129,25,E001201,5,B014
O003130,25,E000816,3,B015
O003131,11,E001254,5,B006
O003133,10,E001456,1,B013
O003135,32,E001452,5,B009
O003137,4,E000830,5,B006
O003139,39,E000986,3,B001
O003140,11,E001372,5,B015
O003142,40,E000440,5,B009
O003151,2,E001618,5,B003
O003154,12,E000051,5,B011
O003156,50,E001021,5,B012
O003157,8,E000835,4,B006
O003158,11,E000443,3,B001
O003167,32,E000496,1,B007
O003169,22,E001308,1,B010
O003171,44,E001425,5,B015
O003173,3,E001558,2,B014
O003176,38,E000622,5,B006
O003177,18,E000519,5,B012
O003181,40,E000443,3,B001
O003182,11,E000324,4,B015
O003183,50,E001589,5,B014
O003185,49,E000281,5,B012
O003186,40,E001247,5,B010
O003187,17,E001210,1,B013
O003192,12,E000795,5,B001
O003193,7,E000387,5,B011
O003198,40,E001499,4,B002
O003199,36,E000331,3,B012
O003204,37,E000735,5,B004
O003208,42,E001273,1,B006
O003209,43,E000773,5,B004
O003221,4,E000692,1,B012
O003222,47,E001492,5,B012
O003228,16,E001630,4,B004
O003229,30,E001626,5,B009
O003230,13,E000658,5,B009
O003238,16,E000056,1,B015
O003239,50,E000759,5,B006
O003240,30,E000225,1,B001
O003242,32,E000231,5,B002
O003245,20,E000705,2,B010
O003246,36,E001553,5,B008
O003247,37,E000953,5,B006
O003250,1,E001157,3,B015
O003251,8,E001191,1,B007
O003254,30,E001345,5,B001
O003255,43,E001457,5,B011
O003258,14,E000770,2,B007
O003262,38,E001609,4,B012
O003265,16,E001257,5,B003
O003267,28,E000848,5,B006
O003269,44,E000579,5,B012
O003279,28,E000011,5,B005
O003282,40,E000759,5,B006
O003284,18,E000891,4,B006
O003288,33,E000894,3,B003
O003292,25,E000578,1,B006
O003293,12,E001547,5,B007
O003295,16,E000781,5,B012
O003296,16,E000186,1,B007
O003300,40,E001272,2,B002
O003303,20,E000613,5,B008
O003305,14,E001017,5,B011
O003307,32,E001390,1,B010
O003308,39,E000420,4,B002
O003309,20,E000496,3,B007
O003311,15,E000871,1,B001
O003318,21,E000919,4,B004
O003323,21,E001632,3,B001
O003326,47,E000087,3,B011
O003328,24,E000458,5,B001
O003336,40,E000642,3,B002
O003338,17,E001456,5,B013
O003346,1,E000387,5,B011
O003349,45,E000810,5,B008
O003350,34,E000793,4,B012
O003354,50,E000957,5,B004
O003355,39,E000061,4,B008
O003358,36,E001202,5,B010
O003361,19,E000706,5,B005
O003363,38,E000997,5,B006
O003365,48,E000870,5,B007
O003366,46,E000857,5,B005
O003367,13,E001497,5,B001
O003369,35,E000003,3,B002
O003371,4,E000651,5,B013
O003373,39,E000641,2,B004
O003374,23,E001644,1,B015
O003376,28,E000893,5,B001
O003378,9,E000267,2,B009
O003383,39,E000698,5,B007
O003385,25,E001286,5,B008
O003387,43,E000277,5,B011
O003389,24,E001252,5,B015
O003391,41,E000368,4,B015
O003392,6,E001296,5,B002
O003395,19,E000932,5,B007
O003397,37,E001209,3,B005
O003403,19,E000830,5,B006
O003404,12,E001393,5,B009
O003407,36,E001190,3,B004
O003408,19,E000943,5,B007
O003409,12,E001298,2,B008
O003410,20,E001254,5,B006
O003412,31,E000661,5,B013
O003414,35,E001401,5,B010
O003423,28,E000607,2,B015
O003433,46,E000124,5,B015
O003437,48,E000771,3,B013
O003439,28,E000651,5,B013
O003440,40,E000212,5,B012
O003442,28,E001359,2,B011
O003448,50,E001626,5,B009
O003450,15,E001162,2,B003
O003451,19,E000814,5,B001
O003462,17,E000477,5,B014
O003465,29,E000166,5,B011
O003468,5,E001247,5,B010
O003472,5,E000183,5,B011
O003476,35,E000962,5,B001
O003477,31,E001520,5,B004
O003480,24,E001115,2,B002
O003481,39,E000543,5,B012
O003486,4,E000560,2,B002
O003493,23,E000846,5,B003
O003496,2,E000145,5,B007
O003497,24,E000563,4,B012
O003500,23,E000804,5,B009
O003503,43,E000699,4,B002
O003508,38,E001392,5,B001
O003511,28,E000247,3,B007
O003515,8,E000359,4,B004
O003517,7,E000460,5,B003
O003522,45,E001020,5,B003
O003524,40,E001215,3,B008
O003525,18,E000263,4,B008
O003529,3,E001352,5,B002
O003530,11,E000060,4,B006
O003531,49,E001186,1,B013
O003532,39,E000646,1,B003
O003534,4,E001163,5,B005
O003535,24,E000870,1,B007
O003539,38,E001526,2,B011
O003542,12,E000922,4,B013
O003544,22,E001298,5,B008
O003547,45,E000939,5,B008
O003549,46,E001427,5,B012
O003565,21,E000346,5,B007
O003570,44,E000432,2,B010
O003571,2,E000012,3,B001
O003574,19,E000851,4,B010
O003576,17,E001154,5,B014
O003577,19,E001220,5,B001
O003580,39,E000892,5,B008
O003588,24,E001493,5,B012
O003590,2,E000187,3,B014
O003591,17,E000071,5,B003
O003592,1,E000685,5,B004
O003600,50,E000173,5,B002
O003605,11,E000173,5,B002
O003606,29,E000230,5,B010
O003611,20,E000758,4,B009
O003619,33,E001350,5,B005
O003620,11,E001286,5,B008
O003623,40,E001568,5,B013
O003629,11,E000597,5,B008
O003635,20,E000650,5,B010
O003636,28,E001506,5,B002
O003640,27,E001425,5,B015
O003642,16,E001212,1,B004
O003644,26,E001269,5,B003
O003646,25,E000033,5,B006
O003647,2,E000199,5,B011
O003651,34,E001578,5,B007
O003663,22,E000851,5,B010
O003665,3,E001630,5,B004
O003666,24,E000951,5,B003
O003669,24,E001341,1,B005
O003672,39,E001574,1,B011
O003673,33,E000219,5,B001
O003676,7,E000198,4,B013
O003680,48,E001604,2,B005
O003688,8,E000181,5,B009
O003689,37,E000328,4,B010
O003691,27,E001467,5,B006
O003692,3,E001366,5,B009
O003694,40,E001336,2,B011
O003699,27,E000020,4,B011
O003700,36,E001457,2,B011
O003704,41,E000697,4,B007
O003705,7,E000263,2,B008
O003706,22,E000588,5,B010
O003707,13,E000061,4,B008
O003708,47,E001215,4,B008
O003711,48,E000861,5,B001
O003712,26,E001311,1,B001
O003716,19,E000443,5,B001
O003717,23,E001581,5,B004
O003720,35,E000866,4,B007
O003722,30,E001609,5,B012
O003723,2,E000421,4,B006
O003731,17,E001454,5,B013
O003732,36,E001616,1,B006
O003737,6,E001639,5,B005
O003738,45,E000907,5,B015
O003740,3,E001537,5,B010
O003743,30,E000164,2,B001
O003746,23,E000609,5,B006
O003749,24,E000953,5,B006
O003752,50,E001228,2,B008
O003753,31,E001188,5,B006
O003755,28,E000694,5,B013
O003758,48,E001239,5,B003
O003759,31,E000428,4,B011
O003761,4,E000623,3,B013
O003763,40,E001435,2,B007
O003764,11,E000813,1,B011
O003768,50,E000910,4,B008
O003771,24,E001489,1,B001
O003772,43,E000118,5,B006
O003780,28,E001154,5,B014
O003784,45,E000490,5,B003
O003797,12,E000340,5,B007
O003799,5,E001457,3,B011
O003801,41,E000781,5,B012
O003802,48,E001322,5,B004
O003804,11,E000693,5,B003
O003805,18,E000872,5,B014
O003807,2,E000263,5,B008
O003808,46,E000781,1,B012
O003809,13,E001533,5,B009
O003814,24,E000312,5,B013
O003816,26,E001400,2,B013
O003820,2,E000812,5,B008
O003822,29,E000098,5,B012
O003826,3,E000664,4,B002
O003828,50,E000573,5,B004
O003829,11,E000758,3,B009
O003833,36,E000477,5,B014
O003837,24,E000564,5,B004
O003839,31,E001301,5,B003
O003840,4,E001120,2,B007
O003841,30,E001489,5,B001
O003843,12,E001038,5,B007
O003844,18,E000399,5,B008
O003850,50,E000851,5,B010
O003851,38,E001312,5,B001
O003857,30,E000227,5,B006
O003862,16,E000747,3,B006
O003865,33,E001160,5,B005
O003866,27,E000892,5,B008
O003867,49,E000261,5,B009
O003871,18,E001065,2,B001
O003872,30,E001215,5,B008
O003876,29,E000693,1,B003
O003877,8,E000290,5,B003
O003881,6,E001222,5,B006
O003886,25,E000385,1,B011
O003889,50,E001368,5,B004
O003891,10,E001494,3,B005
O003896,6,E000477,5,B014
O003897,18,E000085,2,B015
O003900,41,E000179,4,B003
O003906,28,E000573,5,B004
O003910,1,E001272,5,B002
O003914,24,E000335,5,B014
O003920,16,E001368,5,B004
O003922,28,E000262,2,B004
O003929,41,E000861,5,B001
O003931,42,E001044,5,B014
O003932,3,E001206,5,B004
O003933,17,E000989,1,B011
O003937,36,E000912,5,B009
O003938,16,E000086,1,B005
O003940,31,E000603,4,B007
O003941,41,E001269,2,B003
O003958,33,E001299,5,B007
O003960,12,E000767,5,B014
O003963,23,E001386,5,B014
O003966,49,E000379,2,B013
O003967,11,E000211,5,B005
O003968,17,E000607,2,B015
O003970,42,E001298,5,B008
O003972,26,E001167,4,B006
O003976,47,E000388,2,B008
O003979,16,E000085,3,B015
O003996,14,E001496,2,B013
O003998,6,E000016,5,B006
O004001,37,E001292,5,B005
O004002,36,E000394,5,B009
O004007,20,E000331,5,B012
O004014,39,E001372,4,B015
O004018,12,E000663,5,B013
O004019,37,E000915,5,B002
O004021,28,E000851,5,B010
O004026,23,E001027,4,B005
O004028,50,E000953,5,B006
O004038,2,E001127,1,B003
O004049,5,E000942,5,B012
O004052,38,E000857,5,B005
O004058,37,E000690,5,B014
O004067,41,E000071,5,B003
O004068,16,E001488,1,B008
O004070,14,E001301,1,B003
O004075,17,E000367,1,B011
O004077,19,E001430,5,B002
O004079,50,E001174,5,B010
O004089,50,E001297,5,B007
O004094,35,E000348,5,B004
O004095,25,E000475,5,B001
O004097,28,E001375,5,B009
O004098,32,E000512,5,B007
O004101,12,E000991,5,B002
O004102,2,E001190,4,B004
O004108,7,E000760,2,B008
O004109,30,E000537,5,B007
O004112,40,E000214,2,B006
O004116,35,E001282,5,B001
O004119,36,E000934,2,B006
O004129,2,E000017,5,B003
O004130,15,E000638,1,B009
O004132,41,E001499,4,B002
O004137,31,E001258,5,B013
O004141,16,E000458,2,B001
O004142,39,E001407,4,B004
O004145,25,E000792,5,B001
O004148,18,E000620,4,B008
O004149,27,E001095,3,B007
O004154,26,E000663,4,B013
O004159,9,E000185,5,B006
O004161,12,E001350,4,B005
O004169,23,E001566,4,B013
O004170,16,E001546,5,B008
O004171,22,E000012,2,B001
O004174,29,E000049,1,B004
O004175,48,E000060,5,B006
O004178,26,E000985,2,B005
O004182,45,E000664,5,B002
O004183,46,E001484,2,B012
O004187,13,E001246,2,B006
O004188,50,E001279,1,B012
O004205,45,E000304,5,B011
O004210,7,E000751,3,B001
O004211,17,E000539,1,B008
O004213,10,E000781,2,B012
O004215,41,E000412,1,B008
O004216,16,E001316,5,B003
O004218,43,E000120,1,B012
O004219,48,E001176,5,B006
O004221,3,E001628,1,B013
O004222,29,E001391,5,B014
O004224,39,E000919,5,B004
O004225,23,E001017,3,B011
O004226,5,E000951,2,B003
O004229,3,E001361,3,B006
O004230,18,E000186,2,B007
O004232,7,E000046,2,B011
O004236,4,E001161,5,B009
O004241,24,E000964,5,B008
O004242,27,E000530,5,B015
O004244,26,E000533,5,B010
O004246,18,E001537,3,B010
O004248,6,E000115,5,B013
O004251,11,E001423,5,B011
O004253,40,E000651,4,B013
O004256,39,E000012,1,B001
O004258,36,E000474,2,B013
O004265,47,E000544,3,B010
O004266,24,E000915,3,B002
O004267,42,E001379,5,B013
O004270,22,E000912,4,B009
O004277,37,E000490,5,B003
O004281,42,E000830,5,B006
O004286,30,E001362,1,B004
O004291,15,E001460,5,B008
O004297,9,E001545,5,B009
O004300,7,E001125,2,B014
O004301,23,E000377,5,B012
O004302,19,E000560,5,B002
O004305,41,E000949,5,B012
O004308,11,E000222,2,B006
O004310,31,E001615,5,B002
O004318,47,E001301,5,B003
O004320,17,E001486,5,B001
O004322,39,E001293,5,B005
O004327,21,E000366,4,B010
O004330,41,E000040,2,B001
O004331,10,E001344,5,B013
O004335,44,E000449,3,B011
O004345,27,E000427,5,B008
O004348,39,E000537,1,B007
O004349,17,E001255,3,B014
O004353,27,E001282,5,B001
O004354,40,E000104,5,B004
O004355,34,E000851,4,B010
O004356,9,E000520,5,B008
O004357,10,E001225,1,B010
O004358,16,E000867,5,B002
O004360,21,E000032,5,B005
O004366,26,E000801,4,B013
O004369,24,E000476,5,B009
O004370,29,E001436,4,B008
O004372,26,E000367,5,B011
O004374,3,E001427,5,B012
O004385,12,E001615,5,B002
O004387,23,E001642,5,B003
O004391,19,E001131,4,B011
O004393,25,E001367,5,B015
O004395,6,E001407,5,B004
O004396,8,E000555,2,B006
O004402,40,E000592,5,B003
O004403,2,E000205,1,B005
O004404,46,E000400,5,B014
O004406,29,E001233,5,B005
O004409,20,E000131,5,B011
O004410,30,E001258,3,B013
O004412,7,E001019,5,B003
O004413,15,E000124,5,B015
O004418,8,E000809,5,B008
O004434,30,E001099,5,B003
O004446,48,E000495,5,B015
O004447,12,E001576,5,B001
O004448,5,E000116,5,B004
O004449,24,E000458,3,B001
O004450,42,E001395,5,B006
O004456,28,E000612,5,B012
O004458,13,E000342,5,B002
O004461,34,E001141,5,B011
O004468,16,E001453,1,B006
O004472,48,E000759,4,B006
O004479,33,E000405,2,B015
O004480,38,E001017,2,B011
O004482,10,E000489,2,B008
O004485,38,E001134,1,B005
O004492,25,E000220,3,B007
O004494,30,E001423,2,B011
O004495,29,E000146,5,B014
O004496,43,E001300,5,B013
O004501,18,E000263,5,B008
O004504,39,E001434,5,B011
O004508,12,E000930,5,B015
O004513,19,E000658,1,B009
O004515,24,E000661,5,B013
O004518,48,E001206,4,B004
O004523,13,E000349,2,B013
O004524,29,E000180,3,B005
O004525,22,E001498,5,B001
O004526,35,E000321,4,B011
O004530,7,E001351,3,B008
O004531,41,E001286,5,B008
O004532,38,E000099,5,B007
O004534,36,E000592,5,B003
O004536,35,E001574,1,B011
O004539,3,E000186,5,B007
O004543,21,E001537,4,B010
O004547,23,E001297,5,B007
O004549,36,E000329,5,B005
O004554,7,E000432,1,B010
O004555,11,E000463,5,B015
O004558,29,E001308,5,B010
O004559,21,E001149,3,B003
O004560,35,E001351,1,B008
O004561,48,E001279,2,B012
O004562,36,E000645,5,B014
O004563,44,E000321,5,B011
O004567,46,E001604,5,B005
O004572,15,E001282,3,B001
O004574,47,E000584,4,B004
O004575,37,E001405,5,B007
O004576,41,E000588,5,B010
O004585,8,E000268,5,B011
O004586,21,E000304,5,B011
O004587,16,E000919,2,B004
O004588,26,E001167,3,B006
O004590,16,E001454,4,B013
O004593,31,E000173,5,B002
O004596,42,E001541,5,B002
O004597,35,E000993,5,B001
O004601,43,E000736,3,B014
O004602,31,E001336,5,B011
O004603,46,E001035,5,B010
O004605,37,E001044,4,B014
O004617,38,E001246,4,B006
O004618,26,E000916,5,B011
O004621,25,E001604,5,B005
O004624,3,E000769,5,B013
O004625,39,E000211,5,B005
O004626,35,E001522,3,B010
O004628,32,E001622,5,B009
O004633,39,E000051,3,B011
O004634,23,E000206,5,B009
O004636,4,E000579,4,B012
O004637,31,E001187,5,B001
O004638,41,E001149,5,B003
O004639,50,E000820,5,B012
O004640,43,E000274,5,B008
O004641,3,E001356,2,B006
O004642,24,E000510,5,B009
O004644,37,E001519,1,B014
O004647,38,E000846,5,B003
O004651,16,E001030,5,B013
O004654,19,E000231,5,B002
O004656,50,E000907,5,B015
O004657,14,E001218,4,B003
O004658,41,E001632,5,B001
O004662,3,E001441,1,B004
O004664,32,E001272,2,B002
O004665,32,E001443,5,B014
O004671,50,E001441,5,B004
O004676,18,E000810,1,B008
O004677,7,E001615,5,B002
O004678,12,E000830,5,B006
O004679,17,E001387,5,B001
O004681,49,E001458,3,B001
O004690,24,E000967,3,B006
O004693,40,E001524,5,B013
O004696,45,E001038,5,B007
O004699,40,E000531,5,B009
O004700,17,E000726,2,B005
O004705,28,E001123,5,B008
O004706,34,E000552,4,B008
O004710,37,E001191,5,B007
O004712,26,E000603,5,B007
O004719,19,E001008,5,B005
O004720,11,E000150,5,B005
O004722,37,E001219,5,B010
O004724,22,E001474,5,B003
O004728,37,E000860,3,B015
O004729,8,E000468,5,B004
O004732,22,E001209,5,B005
O004734,7,E000954,5,B011
O004737,34,E000311,4,B003
O004746,21,E001496,5,B013
O004748,29,E000208,5,B015
O004750,16,E000816,5,B015
O004752,31,E001322,1,B004
O004753,40,E000297,5,B013
O004755,27,E001352,5,B002
O004756,22,E001026,5,B008
O004761,24,E001416,5,B002
O004766,29,E001551,5,B011
O004770,19,E000149,4,B009
O004772,8,E000920,5,B005
O004773,35,E001636,2,B002
O004774,1,E001453,1,B006
O004775,25,E000845,5,B005
O004780,46,E001294,5,B003
O004781,14,E001236,5,B002
O004783,30,E001352,1,B002
O004785,27,E000658,5,B009
O004789,26,E000130,1,B008
O004792,3,E000477,5,B014
O004800,2,E000507,5,B008
O004801,20,E001247,5,B010
O004802,30,E000573,5,B004
O004807,16,E000880,1,B007
O004810,8,E001506,3,B002
O004812,5,E000390,5,B002
O004813,48,E001561,5,B010
O004815,17,E000600,3,B014
O004816,33,E001030,3,B013
O004818,22,E001213,5,B008
O004819,48,E000434,1,B008
O004829,24,E001342,5,B004
O004830,7,E000161,5,B013
O004831,20,E000067,5,B004
O004834,35,E001623,5,B015
O004836,10,E000115,5,B013
O004845,38,E001334,5,B008
O004847,6,E000851,5,B010
O004852,42,E001200,1,B014
O004853,11,E001520,5,B004
O004857,1,E000422,4,B007
O004860,26,E000873,5,B008
O004864,34,E000895,5,B007
O004866,12,E000106,3,B007
O004868,23,E001623,5,B015
O004869,32,E001453,4,B006
O004871,26,E000746,5,B002
O004887,4,E001374,1,B002
O004888,7,E000146,4,B014
O004890,23,E000564,5,B004
O004893,11,E001400,5,B013
O004899,25,E001155,3,B015
O004902,26,E000864,5,B003
O004904,29,E000408,5,B013
O004905,6,E001014,5,B015
O004914,36,E001006,2,B010
O004920,43,E001434,2,B011
O004923,17,E001621,4,B014
O004927,23,E001009,5,B006
O004928,29,E001127,5,B003
O004932,29,E000668,1,B014
O004933,30,E000231,1,B002
O004937,24,E000651,5,B013
O004939,6,E001406,5,B003
O004942,5,E001234,3,B005
O004943,22,E000085,5,B015
O004944,49,E001428,5,B007
O004946,4,E000390,5,B002
O004949,23,E000694,4,B013
O004953,13,E000148,5,B003
O004954,5,E000408,4,B013
O004957,42,E000538,1,B004
O004959,29,E001073,5,B004
O004963,29,E000517,5,B015
O004975,8,E000300,5,B008
O004978,49,E000097,5,B008
O004980,34,E000497,2,B009
O004983,1,E000407,5,B015
O004988,6,E001174,5,B010
O004990,16,E000432,5,B010
O004994,39,E001317,5,B009
O005007,33,E000794,1,B004
O005013,32,E001508,5,B012
O005014,17,E001626,5,B009
O005019,6,E000427,5,B008
O005022,2,E000957,5,B004
O005023,12,E000125,5,B001
O005024,33,E001020,4,B003
O005028,50,E001186,4,B013
O005032,37,E001252,4,B015
O005036,38,E000851,5,B010
O005041,34,E000582,4,B007
O005042,28,E000740,1,B011
O005043,11,E000608,5,B012
O005044,36,E001386,4,B014
O005045,1,E001201,1,B014
O005054,42,E001352,5,B002
O005055,4,E000012,5,B001
O005061,31,E000233,5,B014
O005067,49,E001369,3,B012
O005072,20,E001269,5,B003
O005073,48,E000981,5,B010
O005081,24,E001631,3,B005
O005082,13,E001575,4,B002
O005083,20,E001628,5,B013
O005084,50,E000146,5,B014
O005090,24,E001093,2,B002
O005092,11,E000922,5,B013
O005095,34,E001017,5,B011
O005096,40,E000050,5,B011
O005100,3,E000815,5,B015
O005103,16,E001330,5,B013
O005105,47,E001390,5,B010
O005116,46,E001488,5,B008
O005117,16,E001362,5,B004
O005118,49,E001099,5,B003
O005120,2,E001201,4,B014
O005129,5,E000272,4,B009
O005130,16,E001394,5,B013
O005131,22,E000476,5,B009
O005133,14,E000585,5,B011
O005134,19,E000743,5,B009
O005137,27,E001551,5,B011
O005138,9,E001288,5,B008
O005140,26,E000105,5,B010
O005141,27,E000521,5,B005
O005142,33,E000176,5,B005
O005152,26,E000879,5,B003
O005154,41,E000828,5,B002
O005155,14,E001190,5,B004
O005156,35,E000861,5,B001
O005162,13,E001647,5,B007
O005163,40,E001225,5,B010
O005166,43,E001039,5,B015
O005169,34,E001127,3,B003
O005171,11,E000366,5,B010
O005174,41,E000077,2,B003
O005175,2,E000124,2,B015
O005176,22,E001617,5,B013
O005177,30,E000011,2,B005
O005186,47,E000985,5,B005
O005188,31,E000723,1,B003
O005190,14,E000324,5,B015
O005191,11,E000309,2,B013
O005193,46,E001292,5,B005
O005197,18,E000071,4,B003
O005199,27,E001545,2,B009
O005206,13,E000367,5,B011
O005209,16,E000523,5,B010
O005213,5,E001565,3,B014
O005214,12,E000407,2,B015
O005217,39,E001312,5,B001
O005219,41,E001290,2,B015
O005222,10,E001161,2,B009
O005223,50,E000067,1,B004
O005224,15,E000474,5,B013
O005226,29,E001496,3,B013
O005227,6,E000335,5,B014
